country_name,country_code,year,suicide_data,homicide_data,intentional_death,gini_index
kazakhstan,kaz,2017,19.32,915.0,934.32,0.27
kazakhstan,kaz,2020,17.29,606.0,623.29,0.29
kazakhstan,kaz,2021,15.0,562.0,577.0,0.29
kenya,ken,2005,10.41,1083.6,1094.01,0.46
kenya,ken,2015,9.56,2261.0,2270.56,0.41
kenya,ken,2020,10.39,1859.0,1869.39,0.36
kenya,ken,2021,8.87,2796.0,2804.87,0.39
latvia,lva,2012,19.38,70.0,89.38,0.35
latvia,lva,2013,16.86,50.0,66.86,0.35
latvia,lva,2014,17.4,64.0,81.4,0.35
latvia,lva,2015,17.28,67.0,84.28,0.34
latvia,lva,2016,17.1,69.0,86.1,0.34
latvia,lva,2017,16.85,81.0,97.85,0.36
latvia,lva,2018,14.28,84.0,98.28,0.35
latvia,lva,2019,14.3,65.0,79.3,0.34
latvia,lva,2020,14.36,70.0,84.36,0.36
latvia,lva,2021,12.0,57.0,69.0,0.34
lebanon,lbn,2011,0.85,168.0,168.85,0.32
liberia,lbr,2007,8.85,100.0,108.85,0.36
lithuania,ltu,2004,38.41,343.0,381.40999999999997,0.37
lithuania,ltu,2005,37.11,372.0,409.11,0.35
lithuania,ltu,2006,29.64,288.0,317.64,0.34
lithuania,ltu,2007,29.62,277.0,306.62,0.35
lithuania,ltu,2008,32.72,298.0,330.72,0.36
lithuania,ltu,2009,33.0,252.0,285.0,0.37
lithuania,ltu,2010,31.52,219.0,250.52,0.34
lithuania,ltu,2011,32.07,211.0,243.07,0.32
lithuania,ltu,2012,29.28,202.0,231.28,0.35
lithuania,ltu,2013,34.4,198.0,232.4,0.35
lithuania,ltu,2014,29.34,159.0,188.34,0.38
lithuania,ltu,2015,28.52,172.0,200.52,0.37
lithuania,ltu,2016,25.96,153.0,178.96,0.38
lithuania,ltu,2017,23.59,100.0,123.59,0.37
lithuania,ltu,2018,21.34,92.0,113.34,0.36
lithuania,ltu,2019,20.86,94.0,114.86,0.35
lithuania,ltu,2020,18.96,101.0,119.96000000000001,0.36
lithuania,ltu,2021,16.76,72.0,88.76,0.37
luxembourg,lux,2000,12.31,4.0,16.310000000000002,0.3
luxembourg,lux,2001,12.52,9.0,21.52,0.31
luxembourg,lux,2002,12.27,6.0,18.27,0.31
luxembourg,lux,2003,12.71,3.0,15.71,0.3
luxembourg,lux,2004,9.34,2.0,11.34,0.3
luxembourg,lux,2005,10.36,4.0,14.36,0.31
luxembourg,lux,2006,11.59,7.0,18.59,0.31
luxembourg,lux,2007,10.65,7.0,17.65,0.31
luxembourg,lux,2008,10.42,8.0,18.42,0.33
luxembourg,lux,2009,8.64,5.0,13.64,0.31
luxembourg,lux,2010,9.31,10.0,19.310000000000002,0.31
luxembourg,lux,2011,9.42,4.0,13.42,0.32
luxembourg,lux,2012,8.92,0.0,8.92,0.34
luxembourg,lux,2013,8.83,1.0,9.83,0.32
luxembourg,lux,2014,9.97,4.0,13.97,0.31
luxembourg,lux,2015,9.75,5.0,14.75,0.33
luxembourg,lux,2016,7.55,5.0,12.55,0.32
luxembourg,lux,2017,7.63,2.0,9.629999999999999,0.35
luxembourg,lux,2018,7.59,3.0,10.59,0.35
luxembourg,lux,2019,8.64,4.0,12.64,0.34
luxembourg,lux,2020,7.67,3.0,10.67,0.33
luxembourg,lux,2021,6.22,4.0,10.219999999999999,0.33
malawi,mwi,2004,13.26,411.0,424.26,0.4
malawi,mwi,2010,12.01,520.0,532.01,0.45
malaysia,mys,2003,5.39,565.0,570.39,0.46
malaysia,mys,2006,4.97,588.0,592.97,0.45
malaysia,mys,2008,4.98,597.0,601.98,0.45
malaysia,mys,2011,4.86,530.0,534.86,0.44
malaysia,mys,2013,4.51,627.0,631.51,0.41
malaysia,mys,2015,5.07,498.0,503.07,0.41
malaysia,mys,2018,5.34,323.0,328.34,0.41
malaysia,mys,2021,5.53,243.0,248.53,0.41
maldives,mdv,2002,3.61,8.0,11.61,0.41
maldives,mdv,2009,2.99,6.0,8.99,0.38
maldives,mdv,2019,2.84,3.0,5.84,0.29
malta,mlt,2006,5.41,0.0,5.41,0.28
malta,mlt,2007,4.51,4.0,8.51,0.29
malta,mlt,2008,5.51,6.0,11.51,0.29
malta,mlt,2009,6.34,4.0,10.34,0.3
malta,mlt,2010,6.74,4.0,10.74,0.29
malta,mlt,2011,6.08,3.0,9.08,0.29
malta,mlt,2012,5.14,12.0,17.14,0.29
malta,mlt,2013,6.19,7.0,13.190000000000001,0.29
malta,mlt,2014,6.31,6.0,12.309999999999999,0.29
malta,mlt,2015,6.39,4.0,10.39,0.29
malta,mlt,2016,5.3,5.0,10.3,0.29
malta,mlt,2017,4.5,9.0,13.5,0.29
malta,mlt,2018,4.17,8.0,12.17,0.29
malta,mlt,2019,5.42,5.0,10.42,0.31
malta,mlt,2020,4.66,7.0,11.66,0.31
malta,mlt,2021,5.56,2.0,7.56,0.32
mauritania,mrt,2019,4.93,48.0,52.93,0.32
mauritius,mus,2012,9.35,28.0,37.35,0.38
mauritius,mus,2017,9.06,33.0,42.06,0.37
mexico,mex,2000,4.06,10737.0,10741.06,0.53
mexico,mex,2002,4.34,10088.0,10092.34,0.51
mexico,mex,2004,4.43,9329.0,9333.43,0.5
mexico,mex,2005,4.53,9921.0,9925.53,0.51
mexico,mex,2006,4.32,10452.0,10456.32,0.5
mexico,mex,2008,4.65,14006.0,14010.65,0.51
mexico,mex,2010,4.67,25757.0,25761.67,0.48
mexico,mex,2012,4.99,25967.0,25971.99,0.5
mexico,mex,2014,5.77,20010.0,20015.77,0.49
mexico,mex,2016,5.57,24559.0,24564.57,0.47
mexico,mex,2018,5.82,36685.0,36690.82,0.46
mexico,mex,2020,6.32,36773.0,36779.32,0.45
moldova,mda,2000,18.37,433.0,451.37,0.36
moldova,mda,2001,20.24,411.0,431.24,0.38
moldova,mda,2002,18.82,401.0,419.82,0.36
moldova,mda,2003,19.58,319.0,338.58,0.35
moldova,mda,2004,18.93,277.0,295.93,0.35
moldova,mda,2005,19.55,296.0,315.55,0.36
moldova,mda,2006,19.73,262.0,281.73,0.35
moldova,mda,2007,17.15,217.0,234.15,0.34
moldova,mda,2008,18.7,236.0,254.7,0.35
moldova,mda,2009,18.79,246.0,264.79,0.33
moldova,mda,2010,19.09,265.0,284.09,0.32
moldova,mda,2011,13.77,216.0,229.77,0.31
moldova,mda,2012,14.61,229.0,243.61,0.29
moldova,mda,2013,13.72,229.0,242.72,0.29
moldova,mda,2014,13.83,161.0,174.83,0.27
moldova,mda,2015,12.99,189.0,201.99,0.27
moldova,mda,2016,12.86,200.0,212.86,0.26
moldova,mda,2017,11.7,141.0,152.7,0.26
moldova,mda,2018,11.21,166.0,177.21,0.26
moldova,mda,2019,10.88,121.0,131.88,0.26
moldova,mda,2020,9.72,93.0,102.72,0.25
moldova,mda,2021,12.23,66.0,78.23,0.26
mongolia,mng,2007,18.96,295.0,313.96,0.36
mongolia,mng,2010,20.26,239.0,259.26,0.33
mongolia,mng,2011,22.24,266.0,288.24,0.34
mongolia,mng,2012,21.38,199.0,220.38,0.34
mongolia,mng,2014,19.02,213.0,232.02,0.32
mongolia,mng,2016,19.48,184.0,203.48,0.32
mongolia,mng,2018,18.27,196.0,214.27,0.33
montenegro,mne,2012,11.56,17.0,28.560000000000002,0.41
montenegro,mne,2013,10.86,10.0,20.86,0.39
montenegro,mne,2014,10.76,20.0,30.759999999999998,0.39
montenegro,mne,2015,10.58,17.0,27.58,0.39
montenegro,mne,2016,10.23,28.0,38.230000000000004,0.38
montenegro,mne,2017,10.72,15.0,25.72,0.37
montenegro,mne,2018,10.97,14.0,24.97,0.37
montenegro,mne,2019,11.42,23.0,34.42,0.36
montenegro,mne,2020,12.18,18.0,30.18,0.35
montenegro,mne,2021,9.0,15.0,24.0,0.34
morocco,mar,2000,4.86,461.0,465.86,0.41
morocco,mar,2006,4.42,498.0,502.42,0.41
morocco,mar,2013,3.9,429.0,432.9,0.4
mozambique,moz,2002,12.21,1040.0,1052.21,0.47
mozambique,moz,2008,15.69,995.0,1010.69,0.45
myanmar,mmr,2015,3.22,1302.0,1305.22,0.38
myanmar,mmr,2017,3.12,1392.0,1395.12,0.31
namibia,nam,2009,11.48,388.0,399.48,0.61
nepal,npl,2003,11.73,757.0,768.73,0.44
nepal,npl,2010,11.81,813.0,824.81,0.33
netherlands,nld,2004,8.11,191.0,199.11,0.3
netherlands,nld,2005,8.28,174.0,182.28,0.29
netherlands,nld,2006,8.12,128.0,136.12,0.3
netherlands,nld,2007,7.1,143.0,150.1,0.3
netherlands,nld,2008,7.45,150.0,157.45,0.29
netherlands,nld,2009,7.74,154.0,161.74,0.28
netherlands,nld,2010,8.11,144.0,152.11,0.28
netherlands,nld,2011,8.44,143.0,151.44,0.28
netherlands,nld,2012,8.91,145.0,153.91,0.28
netherlands,nld,2013,9.47,125.0,134.47,0.28
netherlands,nld,2014,9.31,123.0,132.31,0.29
netherlands,nld,2015,9.31,104.0,113.31,0.28
netherlands,nld,2016,9.27,94.0,103.27,0.28
netherlands,nld,2017,9.49,132.0,141.49,0.29
netherlands,nld,2018,9.05,100.0,109.05,0.28
netherlands,nld,2019,8.87,125.0,133.87,0.29
netherlands,nld,2020,8.85,121.0,129.85,0.26
netherlands,nld,2021,9.14,126.0,135.14,0.26
nicaragua,nic,2001,7.62,537.0,544.62,0.53
nicaragua,nic,2005,6.88,729.0,735.88,0.49
nicaragua,nic,2009,6.18,802.0,808.18,0.44
nicaragua,nic,2014,5.44,525.0,530.44,0.46
niger,ner,2011,8.63,831.0,839.63,0.31
north macedonia,mkd,2009,6.62,35.0,41.62,0.43
north macedonia,mkd,2010,4.75,43.0,47.75,0.4
north macedonia,mkd,2011,4.85,30.0,34.85,0.39
north macedonia,mkd,2012,6.74,29.0,35.74,0.38
north macedonia,mkd,2013,6.51,22.0,28.509999999999998,0.36
north macedonia,mkd,2014,5.07,35.0,40.07,0.35
north macedonia,mkd,2015,4.11,25.0,29.11,0.36
north macedonia,mkd,2016,4.42,19.0,23.42,0.35
north macedonia,mkd,2017,3.68,31.0,34.68,0.34
north macedonia,mkd,2018,4.22,25.0,29.22,0.33
north macedonia,mkd,2019,3.86,23.0,26.86,0.34
norway,nor,2000,11.88,48.0,59.88,0.27
norway,nor,2004,10.98,36.0,46.980000000000004,0.32
norway,nor,2005,11.08,33.0,44.08,0.31
norway,nor,2006,10.77,33.0,43.769999999999996,0.26
norway,nor,2007,9.54,30.0,39.54,0.27
norway,nor,2008,9.89,34.0,43.89,0.27
norway,nor,2009,10.92,29.0,39.92,0.26
norway,nor,2010,10.32,29.0,39.32,0.26
norway,nor,2011,11.58,111.0,122.58,0.25
norway,nor,2012,9.47,27.0,36.47,0.26
norway,nor,2013,9.91,46.0,55.91,0.26
norway,nor,2014,9.63,29.0,38.63,0.27
norway,nor,2015,10.06,24.0,34.06,0.27
norway,nor,2016,10.71,27.0,37.71,0.28
norway,nor,2017,10.42,28.0,38.42,0.27
norway,nor,2018,11.66,25.0,36.66,0.28
norway,nor,2019,11.12,28.0,39.12,0.28
norway,nor,2020,10.87,31.0,41.87,0.28
norway,nor,2021,11.42,29.0,40.42,0.29
pakistan,pak,2001,8.77,9593.0,9601.77,0.29
pakistan,pak,2004,8.73,9614.0,9622.73,0.31
pakistan,pak,2005,8.66,9782.0,9790.66,0.31
pakistan,pak,2007,8.3,10556.0,10564.3,0.3
pakistan,pak,2010,7.6,13190.0,13197.6,0.29
pakistan,pak,2011,7.45,13860.0,13867.45,0.3
pakistan,pak,2013,6.99,13937.0,13943.99,0.3
pakistan,pak,2015,7.41,9486.0,9493.41,0.31
pakistan,pak,2018,7.11,8241.0,8248.11,0.3
panama,pan,2000,5.29,299.0,304.29,0.57
panama,pan,2001,5.6,306.0,311.6,0.57
panama,pan,2002,5.6,376.0,381.6,0.56
panama,pan,2003,6.22,337.0,343.22,0.56
panama,pan,2004,5.92,308.0,313.92,0.55
panama,pan,2005,5.24,364.0,369.24,0.54
panama,pan,2006,5.87,221.0,226.87,0.55
panama,pan,2007,5.2,279.0,284.2,0.53
panama,pan,2008,5.5,493.0,498.5,0.53
panama,pan,2009,5.11,562.0,567.11,0.52
panama,pan,2010,4.16,460.0,464.16,0.52
panama,pan,2011,4.1,549.0,553.1,0.51
panama,pan,2012,3.72,637.0,640.72,0.52
panama,pan,2013,3.55,663.0,666.55,0.51
panama,pan,2014,4.13,604.0,608.13,0.5
panama,pan,2015,2.86,471.0,473.86,0.51
panama,pan,2016,3.21,405.0,408.21,0.5
panama,pan,2017,3.1,378.0,381.1,0.5
panama,pan,2018,2.89,401.0,403.89,0.49
panama,pan,2019,2.57,480.0,482.57,0.5
panama,pan,2021,3.27,550.0,553.27,0.51
papua new guinea,png,2009,2.07,697.0,699.07,0.42
paraguay,pry,2001,3.74,1314.0,1317.74,0.55
paraguay,pry,2002,4.03,1372.0,1376.03,0.57
paraguay,pry,2003,4.0,1285.0,1289.0,0.55
paraguay,pry,2004,4.97,1209.0,1213.97,0.52
paraguay,pry,2005,4.89,887.0,891.89,0.51
paraguay,pry,2006,4.95,742.0,746.95,0.53
paraguay,pry,2007,4.66,783.0,787.66,0.53
paraguay,pry,2008,4.26,833.0,837.26,0.51
paraguay,pry,2009,5.36,821.0,826.36,0.49
paraguay,pry,2010,4.45,741.0,745.45,0.51
paraguay,pry,2011,5.38,657.0,662.38,0.52
paraguay,pry,2012,5.42,649.0,654.42,0.48
paraguay,pry,2013,5.72,604.0,609.72,0.48
paraguay,pry,2014,6.82,578.0,584.82,0.51
paraguay,pry,2015,6.6,617.0,623.6,0.48
paraguay,pry,2016,6.12,669.0,675.12,0.48
paraguay,pry,2017,6.34,541.0,547.34,0.49
paraguay,pry,2018,7.47,497.0,504.47,0.46
paraguay,pry,2019,8.09,554.0,562.09,0.46
paraguay,pry,2020,6.49,481.0,487.49,0.43
paraguay,pry,2021,6.54,525.0,531.54,0.43
peru,per,2011,2.15,1617.0,1619.15,0.45
peru,per,2012,2.59,1968.0,1970.59,0.44
peru,per,2013,1.3,2013.0,2014.3,0.44
peru,per,2014,1.54,2076.0,2077.54,0.43
peru,per,2015,0.96,2247.0,2247.96,0.43
peru,per,2016,1.42,2435.0,2436.42,0.44
peru,per,2017,1.4,2487.0,2488.4,0.43
peru,per,2018,1.78,2452.0,2453.78,0.42
peru,per,2019,2.16,2385.0,2387.16,0.42
peru,per,2020,1.49,1903.0,1904.49,0.44
peru,per,2021,1.52,2853.0,2854.52,0.4
philippines,phl,2000,2.5,5735.0,5737.5,0.43
philippines,phl,2009,3.33,9088.0,9091.33,0.42
philippines,phl,2012,3.49,8484.0,8487.49,0.42
philippines,phl,2018,4.28,5651.0,5655.28,0.38
poland,pol,2008,14.54,326.0,340.54,0.33
poland,pol,2009,16.24,387.0,403.24,0.33
poland,pol,2010,15.62,384.0,399.62,0.33
poland,pol,2011,15.1,422.0,437.1,0.33
poland,pol,2012,15.39,409.0,424.39,0.33
poland,pol,2013,15.14,305.0,320.14,0.33
poland,pol,2014,14.55,287.0,301.55,0.33
poland,pol,2015,13.19,298.0,311.19,0.32
poland,pol,2016,11.42,260.0,271.42,0.31
poland,pol,2017,11.05,287.0,298.05,0.3
poland,pol,2018,11.19,273.0,284.19,0.3
poland,pol,2019,11.51,253.0,264.51,0.29
poland,pol,2020,11.65,266.0,277.65,0.28
poland,pol,2021,11.49,273.0,284.49,0.28
portugal,prt,2005,7.9,135.0,142.9,0.38
portugal,prt,2010,8.83,124.0,132.83,0.36
portugal,prt,2011,8.0,114.0,122.0,0.36
portugal,prt,2012,8.53,122.0,130.53,0.36
portugal,prt,2013,8.01,144.0,152.01,0.36
portugal,prt,2014,9.27,92.0,101.27,0.36
portugal,prt,2015,8.37,100.0,108.37,0.36
portugal,prt,2016,7.43,66.0,73.43,0.35
portugal,prt,2017,8.01,76.0,84.01,0.34
portugal,prt,2018,7.58,81.0,88.58,0.33
portugal,prt,2019,7.75,73.0,80.75,0.33
portugal,prt,2020,7.61,81.0,88.61,0.35
portugal,prt,2021,7.18,82.0,89.18,0.35
qatar,qat,2017,5.98,12.0,17.98,0.35
romania,rou,2006,10.67,357.0,367.67,0.4
romania,rou,2007,9.47,379.0,388.47,0.38
romania,rou,2008,9.57,302.0,311.57,0.36
romania,rou,2009,10.08,258.0,268.08,0.36
romania,rou,2010,10.75,266.0,276.75,0.35
romania,rou,2011,9.91,205.0,214.91,0.36
romania,rou,2012,10.4,212.0,222.4,0.37
romania,rou,2013,9.89,218.0,227.89,0.37
romania,rou,2014,9.0,325.0,334.0,0.36
romania,rou,2015,9.08,339.0,348.08,0.36
romania,rou,2016,7.94,306.0,313.94,0.34
romania,rou,2017,7.89,255.0,262.89,0.36
romania,rou,2018,7.78,250.0,257.78,0.36
romania,rou,2019,7.13,244.0,251.13,0.35
romania,rou,2020,7.37,281.0,288.37,0.35
romania,rou,2021,7.19,244.0,251.19,0.34
russia,rus,2000,47.83,41090.0,41137.83,0.37
russia,rus,2001,46.2,42921.0,42967.2,0.37
russia,rus,2002,44.79,44252.0,44296.79,0.37
russia,rus,2003,43.22,41764.0,41807.22,0.4
russia,rus,2004,41.41,39256.0,39297.41,0.4
russia,rus,2005,39.26,35636.0,35675.26,0.41
russia,rus,2006,35.89,28844.0,28879.89,0.41
russia,rus,2007,34.27,25377.0,25411.27,0.42
russia,rus,2008,33.14,18188.0,18221.14,0.42
russia,rus,2009,31.86,17659.0,17690.86,0.4
russia,rus,2010,30.91,16690.0,16720.91,0.4
russia,rus,2011,29.85,16175.0,16204.85,0.4
russia,rus,2012,28.98,16247.0,16275.98,0.41
russia,rus,2013,28.35,16033.0,16061.35,0.41
russia,rus,2014,28.06,16516.0,16544.06,0.4
russia,rus,2015,26.79,16646.0,16672.79,0.38
russia,rus,2016,25.94,15864.0,15889.94,0.37
russia,rus,2017,23.31,13293.0,13316.31,0.37
russia,rus,2018,21.99,11964.0,11985.99,0.37
russia,rus,2019,20.72,11202.0,11222.72,0.38
russia,rus,2020,17.64,10697.0,10714.64,0.36
rwanda,rwa,2010,13.61,291.0,304.61,0.47
rwanda,rwa,2013,13.16,359.0,372.16,0.45
rwanda,rwa,2016,13.16,392.0,405.16,0.44
saint lucia,lca,2015,7.23,28.0,35.230000000000004,0.51
samoa,wsm,2013,13.08,6.0,19.08,0.39
sao tome and principe,stp,2010,1.29,6.0,7.29,0.31
serbia,srb,2012,13.16,110.0,123.16,0.4
serbia,srb,2013,12.9,139.0,151.9,0.39
serbia,srb,2014,11.91,118.0,129.91,0.4
serbia,srb,2015,11.39,100.0,111.39,0.4
serbia,srb,2016,10.39,116.0,126.39,0.39
serbia,srb,2017,10.59,86.0,96.59,0.36
serbia,srb,2018,9.87,105.0,114.87,0.35
serbia,srb,2019,10.06,88.0,98.06,0.34
serbia,srb,2020,9.66,84.0,93.66,0.35
serbia,srb,2021,9.35,77.0,86.35,0.33
seychelles,syc,2006,7.51,9.0,16.509999999999998,0.43
seychelles,syc,2013,6.82,18.0,24.82,0.47
seychelles,syc,2018,7.12,9.0,16.12,0.32
sierra leone,sle,2011,9.95,187.0,196.95,0.34
slovakia,svk,2004,11.99,108.0,119.99,0.27
slovakia,svk,2005,11.71,93.0,104.71000000000001,0.29
slovakia,svk,2006,12.44,82.0,94.44,0.26
slovakia,svk,2007,11.92,82.0,93.92,0.25
slovakia,svk,2008,10.64,86.0,96.64,0.26
slovakia,svk,2009,10.66,78.0,88.66,0.27
slovakia,svk,2010,11.26,89.0,100.26,0.27
slovakia,svk,2011,9.98,96.0,105.98,0.27
slovakia,svk,2012,10.31,75.0,85.31,0.26
slovakia,svk,2013,10.01,78.0,88.01,0.28
slovakia,svk,2014,10.11,72.0,82.11,0.26
slovakia,svk,2015,8.88,48.0,56.88,0.26
slovakia,svk,2016,7.42,60.0,67.42,0.25
slovakia,svk,2017,7.15,80.0,87.15,0.23
slovakia,svk,2018,7.99,67.0,74.99,0.25
slovakia,svk,2019,7.11,76.0,83.11,0.23
slovakia,svk,2020,7.03,63.0,70.03,0.24
slovakia,svk,2021,7.59,55.0,62.59,0.24
slovenia,svn,2004,22.27,27.0,49.269999999999996,0.25
slovenia,svn,2005,20.94,20.0,40.94,0.25
slovenia,svn,2006,21.35,12.0,33.35,0.24
slovenia,svn,2007,17.23,24.0,41.230000000000004,0.24
slovenia,svn,2008,15.55,10.0,25.55,0.24
slovenia,svn,2009,16.5,13.0,29.5,0.25
slovenia,svn,2010,15.48,15.0,30.48,0.25
slovenia,svn,2011,15.62,16.0,31.619999999999997,0.25
slovenia,svn,2012,15.85,14.0,29.85,0.26
slovenia,svn,2013,16.25,12.0,28.25,0.26
slovenia,svn,2014,14.39,16.0,30.39,0.26
slovenia,svn,2015,14.86,20.0,34.86,0.25
slovenia,svn,2016,14.13,10.0,24.130000000000003,0.25
slovenia,svn,2017,13.92,19.0,32.92,0.24
slovenia,svn,2018,12.56,9.0,21.560000000000002,0.25
slovenia,svn,2019,13.66,14.0,27.66,0.24
slovenia,svn,2020,11.97,11.0,22.97,0.24
slovenia,svn,2021,13.21,9.0,22.21,0.24
solomon islands,slb,2005,20.63,26.0,46.629999999999995,0.46
south africa,zaf,2000,15.4,21758.0,21773.4,0.58
south africa,zaf,2005,17.24,18528.0,18545.24,0.65
south africa,zaf,2008,18.16,18084.0,18102.16,0.63
south africa,zaf,2010,20.29,15893.0,15913.29,0.63
south africa,zaf,2014,20.49,17805.0,17825.49,0.63
south korea,kor,2006,21.42,415.68,437.1,0.32
south korea,kor,2008,24.89,429.62,454.51,0.32
south korea,kor,2010,28.56,484.63,513.1899999999999,0.32
south korea,kor,2012,24.49,435.0,459.49,0.32
south korea,kor,2014,22.62,377.0,399.62,0.31
south korea,kor,2016,20.36,356.0,376.36,0.35
south korea,kor,2017,19.14,301.0,320.14,0.35
south korea,kor,2018,20.98,309.0,329.98,0.34
south korea,kor,2019,21.01,297.0,318.01,0.33
south korea,kor,2020,20.37,308.0,328.37,0.33
south korea,kor,2021,20.58,245.0,265.58,0.33
spain,esp,2000,6.56,553.0,559.56,0.34
spain,esp,2003,6.4,587.0,593.4,0.32
spain,esp,2004,6.42,520.0,526.42,0.33
spain,esp,2005,5.99,518.0,523.99,0.32
spain,esp,2006,5.62,476.0,481.62,0.34
spain,esp,2007,5.44,482.0,487.44,0.34
spain,esp,2008,5.84,407.0,412.84,0.34
spain,esp,2009,5.71,412.0,417.71,0.35
spain,esp,2010,5.13,401.0,406.13,0.35
spain,esp,2011,5.15,385.0,390.15,0.36
spain,esp,2012,5.68,364.0,369.68,0.35
spain,esp,2013,6.22,302.0,308.22,0.36
spain,esp,2014,6.27,323.0,329.27,0.36
spain,esp,2015,5.71,302.0,307.71,0.36
spain,esp,2016,5.61,294.0,299.61,0.36
spain,esp,2017,5.77,307.0,312.77,0.35
spain,esp,2018,5.54,289.0,294.54,0.35
spain,esp,2019,5.81,331.0,336.81,0.34
spain,esp,2020,6.03,331.0,337.03,0.35
spain,esp,2021,6.2,290.0,296.2,0.34
sri lanka,lka,2006,24.44,2044.0,2068.44,0.4
sri lanka,lka,2009,19.11,1099.0,1118.11,0.36
sri lanka,lka,2012,17.01,676.0,693.01,0.39
sri lanka,lka,2016,14.58,530.0,544.58,0.39
sri lanka,lka,2019,15.21,742.0,757.21,0.38
sweden,swe,2000,11.98,96.0,107.98,0.27
sweden,swe,2001,12.75,87.0,99.75,0.27
sweden,swe,2002,12.75,101.0,113.75,0.26
sweden,swe,2003,11.82,85.0,96.82,0.25
sweden,swe,2004,11.97,107.0,118.97,0.26
sweden,swe,2005,12.71,83.0,95.71000000000001,0.27
sweden,swe,2006,12.27,91.0,103.27,0.26
sweden,swe,2007,12.0,111.0,123.0,0.27
sweden,swe,2008,12.35,82.0,94.35,0.28
sweden,swe,2009,13.02,93.0,106.02,0.27
sweden,swe,2010,11.85,91.0,102.85,0.28
sweden,swe,2011,11.8,81.0,92.8,0.28
sweden,swe,2012,12.15,68.0,80.15,0.28
sweden,swe,2013,12.97,87.0,99.97,0.29
sweden,swe,2014,12.31,87.0,99.31,0.28
sweden,swe,2015,12.4,112.0,124.4,0.29
sweden,swe,2016,11.52,106.0,117.52,0.3
sweden,swe,2017,11.96,113.0,124.96000000000001,0.29
sweden,swe,2018,12.5,108.0,120.5,0.3
sweden,swe,2019,12.53,111.0,123.53,0.29
sweden,swe,2020,11.39,124.0,135.39,0.29
sweden,swe,2021,11.74,113.0,124.74,0.3
switzerland,che,2000,15.97,69.0,84.97,0.33
switzerland,che,2002,16.09,86.0,102.09,0.32
switzerland,che,2009,12.04,51.0,63.04,0.33
switzerland,che,2010,10.59,52.0,62.59,0.33
switzerland,che,2011,10.61,46.0,56.61,0.32
switzerland,che,2012,10.58,45.0,55.58,0.32
switzerland,che,2013,10.78,57.0,67.78,0.32
switzerland,che,2014,10.1,41.0,51.1,0.33
switzerland,che,2015,10.63,57.0,67.63,0.32
switzerland,che,2016,9.92,45.0,54.92,0.33
switzerland,che,2017,10.21,45.0,55.21,0.33
switzerland,che,2018,9.96,50.0,59.96,0.33
switzerland,che,2019,9.81,46.0,55.81,0.34
switzerland,che,2020,9.81,47.0,56.81,0.34
switzerland,che,2021,9.87,42.0,51.87,0.34
syria,syr,2003,1.05,405.0,406.05,0.38
syria,syr,2006,0.84,446.0,446.84,0.4
syria,syr,2009,0.69,476.0,476.69,0.4
tajikistan,tjk,2003,4.29,164.0,168.29,0.33
tajikistan,tjk,2004,4.24,142.0,146.24,0.34
tajikistan,tjk,2007,4.14,132.0,136.14,0.32
tajikistan,tjk,2009,4.0,97.0,101.0,0.31
tanzania,tza,2011,7.97,4149.0,4156.97,0.38
tanzania,tza,2018,7.57,2734.0,2741.57,0.4
thailand,tha,2000,10.96,5142.0,5152.96,0.43
thailand,tha,2002,11.18,4538.0,4549.18,0.42
thailand,tha,2004,10.22,4273.0,4283.22,0.43
thailand,tha,2006,8.71,4687.0,4695.71,0.42
thailand,tha,2007,8.72,4435.0,4443.72,0.4
thailand,tha,2008,8.47,3974.0,3982.47,0.4
thailand,tha,2009,8.17,3703.0,3711.17,0.4
thailand,tha,2010,8.13,3654.0,3662.13,0.39
thailand,tha,2011,8.3,3307.0,3315.3,0.37
tonga,ton,2000,6.01,1.0,7.01,0.38
tonga,ton,2009,5.47,8.0,13.469999999999999,0.37
tunisia,tun,2005,3.06,260.0,263.06,0.38
tunisia,tun,2010,2.98,286.0,288.98,0.38
turkey,tur,2003,2.79,2837.0,2839.79,0.42
turkey,tur,2004,2.83,2914.0,2916.83,0.41
turkey,tur,2005,2.87,3305.0,3307.87,0.43
turkey,tur,2006,2.93,3168.0,3170.93,0.4
turkey,tur,2007,2.88,3599.0,3601.88,0.38
turkey,tur,2008,2.9,3257.0,3259.9,0.39
turkey,tur,2010,3.08,3064.0,3067.08,0.39
turkey,tur,2011,3.07,3061.0,3064.07,0.4
turkey,tur,2012,3.13,3216.0,3219.13,0.4
turkey,tur,2015,3.11,2235.0,2238.11,0.43
turkey,tur,2016,3.25,2704.0,2707.25,0.42
turkey,tur,2017,3.26,2541.0,2544.26,0.44
turkey,tur,2018,3.27,2161.0,2164.27,0.42
turkey,tur,2019,3.42,2045.0,2048.42,0.44
turkey,tur,2020,2.88,2144.0,2146.88,0.43
turkey,tur,2021,2.58,2165.0,2167.58,0.44
tuvalu,tuv,2010,19.68,1.0,20.68,0.39
uganda,uga,2009,11.47,3233.0,3244.47,0.44
uganda,uga,2012,11.04,4066.0,4077.04,0.41
uganda,uga,2016,9.66,4482.0,4491.66,0.43
uganda,uga,2019,10.57,4718.0,4728.57,0.43
ukraine,ukr,2002,27.4,4296.0,4323.4,0.29
ukraine,ukr,2003,26.16,4041.0,4067.16,0.29
